,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
9724,TPC-DI,prospect_vertical_70_ac2_av,Semantically-Joinable,22,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]","['AgencyID', 'CreditRating', 'AddressLine1', 'State', 'NetWorth', 'City', 'Age', 'Country', 'Phone', 'NumberChildren', 'FirstName', 'OwnOrRentFlag', 'NumberCreditCards', 'Income', 'NumberCars', 'LastName', 'MiddleInitial', 'Gender']","['AgeID', 'FirN', 'NWo', 'Ph', 'In', 'PoC', 'AddLi1', 'AddL2', 'Empl', 'CrRa', 'C', 'Ag', 'Sta', 'NumCrCa', 'NumChi', 'NumC', 'MaSt', 'OORF', 'Coun']",0.61,0.47,0.88,N2
9730,TPC-DI,prospect_both_50_30_ac3_av,Semantically-Joinable,22,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'CreditRating', 'Age', 'NumberChildren', 'MiddleInitial', 'FirstName', 'LastName', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'frstnm', 'ntwrth', 'phn', 'ncm', 'mplr', 'crdtrtng', 'g', 'mddlntl', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg']",0.44,0.33,0.67,N3
9731,TPC-DI,prospect_vertical_30_ac1_av,Semantically-Joinable,22,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'State', 'AddressLine2', 'Country', 'Employer', 'CreditRating', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'PostalCode', 'City', 'Phone']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_State', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_NumberCars', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.44,0.33,0.67,N1
9732,TPC-DI,prospect_both_50_50_ac4_av,Semantically-Joinable,22,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'AddressLine2', 'NumberCreditCards', 'LastName', 'MaritalStatus', 'AddressLine1', 'Age', 'NumberCars', 'City', 'PostalCode', 'Country', 'FirstName', 'MiddleInitial', 'Gender', 'State', 'Phone']","['prospect_AgeID', 'prospect_LaNa', 'prospect_PoCo', 'prospect_NeWor', 'prospect_In', 'prospect_AddrL1', 'prospect_AddrLi2', 'prospect_Em', 'prospect_CreRat', 'prospect_C', 'prospect_Ag', 'prospect_NumCreCar', 'prospect_NuCa', 'prospect_NuCh', 'prospect_MaSta', 'prospect_OwORF', 'prospect_Co']",0.29,0.18,0.67,N4
9739,TPC-DI,prospect_vertical_1_ec_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'MaritalStatus', 'NumberCars', 'OwnOrRentFlag']",0.33,1.0,0.2,N0
9753,TPC-DI,prospect_both_50_30_ac4_av,Semantically-Joinable,22,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['AgencyID', 'MiddleInitial', 'PostalCode', 'NumberCreditCards', 'MaritalStatus', 'Employer', 'LastName', 'FirstName', 'Gender', 'AddressLine1', 'AddressLine2', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Ph', 'prospect_NeWor', 'prospect_PoCo', 'prospect_In', 'prospect_Em', 'prospect_CreRa', 'prospect_A', 'prospect_MidInit', 'prospect_NuCreCa', 'prospect_NumCh', 'prospect_MariSta', 'prospect_NuC', 'prospect_OORF']",0.44,0.33,0.67,N4
9767,TPC-DI,prospect_vertical_70_ac4_av,Semantically-Joinable,22,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'Country', 'Employer', 'Income', 'Phone', 'LastName', 'PostalCode', 'OwnOrRentFlag', 'AddressLine2', 'NumberChildren', 'Gender', 'NumberCreditCards', 'State', 'NumberCars', 'MiddleInitial', 'AddressLine1', 'City']","['prospect_AgID', 'prospect_LaNa', 'prospect_FirNa', 'prospect_Ph', 'prospect_NWo', 'prospect_Inc', 'prospect_PosC', 'prospect_AddL2', 'prospect_Emp', 'prospect_CreRa', 'prospect_Ag', 'prospect_Sta', 'prospect_Ge', 'prospect_NumCrCa', 'prospect_NumChil', 'prospect_MaSta', 'prospect_NumC', 'prospect_OOReF', 'prospect_Cou']",0.24,0.13,1.0,N4
9777,TPC-DI,prospect_both_50_70_ac3_av,Semantically-Joinable,22,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'NumberCreditCards', 'PostalCode', 'NetWorth', 'Age', 'LastName', 'AddressLine1', 'NumberCars', 'MiddleInitial', 'Country', 'Gender', 'CreditRating', 'OwnOrRentFlag', 'City', 'AddressLine2', 'State', 'Phone']","['gncd', 'lstnm', 'frstnm', 'ntwrth', 'pstlcd', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",0.57,0.4,1.0,N3
9804,TPC-DI,prospect_vertical_70_ec_av,Semantically-Joinable,22,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","['AgencyID', 'AddressLine1', 'Employer', 'FirstName', 'Gender', 'NumberCreditCards', 'Income', 'OwnOrRentFlag', 'PostalCode', 'CreditRating', 'City', 'Country', 'Phone', 'LastName', 'MiddleInitial', 'AddressLine2', 'State', 'NumberCars']","['AgencyID', 'LastName', 'FirstName', 'NetWorth', 'Phone', 'PostalCode', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'Gender', 'MiddleInitial', 'NumberCreditCards', 'MaritalStatus', 'NumberChildren', 'OwnOrRentFlag', 'Country']",0.97,1.0,0.94,N0
9807,TPC-DI,prospect_both_50_1_ac3_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'phn', 'ntwrth', 'ncm', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",0.0,0.0,0.0,N3
9816,TPC-DI,prospect_both_50_70_ac4_av,Semantically-Joinable,22,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","['AgencyID', 'NumberCreditCards', 'NumberChildren', 'OwnOrRentFlag', 'NetWorth', 'LastName', 'FirstName', 'Age', 'Phone', 'NumberCars', 'PostalCode', 'CreditRating', 'State', 'City', 'Gender', 'MiddleInitial', 'AddressLine1', 'AddressLine2']","['prospect_AgeID', 'prospect_LaNa', 'prospect_FiN', 'prospect_Ph', 'prospect_PosC', 'prospect_NWo', 'prospect_In', 'prospect_Em', 'prospect_CrRat', 'prospect_Ci', 'prospect_A', 'prospect_St', 'prospect_Ge', 'prospect_NuCrCar', 'prospect_NumCa', 'prospect_NumCh', 'prospect_MarSt', 'prospect_OwORF', 'prospect_Coun']",0.48,0.33,0.83,N4
9835,TPC-DI,prospect_both_50_1_ac1_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.0,0.0,0.0,N1
9846,TPC-DI,prospect_vertical_70_ac5_av,Semantically-Joinable,22,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'NetWorth', 'NumberCars', 'Gender', 'Employer', 'Income', 'MiddleInitial', 'AddressLine1', 'PostalCode', 'State', 'NumberChildren', 'AddressLine2', 'LastName', 'CreditRating', 'FirstName', 'City', 'Country']","['prospect_gncd', 'prospect_lstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_pstlcd', 'prospect_ddrssln1', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_stt', 'prospect_gndr', 'prospect_mddlntl', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.32,0.2,0.75,N5
9853,TPC-DI,prospect_both_50_1_ac4_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgID', 'prospect_Pho', 'prospect_Inc', 'prospect_NWo', 'prospect_Em', 'prospect_CreRat', 'prospect_Ag', 'prospect_NumCreCa', 'prospect_NumChi', 'prospect_NuCa', 'prospect_MarSt', 'prospect_OwOReFl']",1.0,1.0,1.0,N4
9886,TPC-DI,prospect_vertical_30_ac2_av,Semantically-Joinable,22,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","['AgencyID', 'NumberCreditCards', 'OwnOrRentFlag', 'PostalCode', 'MiddleInitial', 'NumberCars', 'LastName', 'FirstName', 'Gender', 'AddressLine1', 'AddressLine2', 'City', 'State', 'Country']","['AgeID', 'NeWo', 'Ph', 'PosCo', 'In', 'Em', 'CreRat', 'Ag', 'MiInit', 'NuCrCa', 'NumChi', 'NuC', 'MariSt', 'OwOReF']",0.4,0.33,0.5,N2
9888,TPC-DI,prospect_vertical_70_ac3_av,Semantically-Joinable,22,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'PostalCode', 'MiddleInitial', 'Gender', 'OwnOrRentFlag', 'Income', 'Country', 'AddressLine2', 'AddressLine1', 'State', 'MaritalStatus', 'City', 'Phone', 'NumberCreditCards', 'LastName', 'FirstName', 'NumberCars', 'NumberChildren']","['gncd', 'lstnm', 'phn', 'ntwrth', 'ncm', 'pstlcd', 'ddrssln1', 'ddrssln2', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'mrtlstts', 'wnrrntflg', 'cntr']",0.43,0.33,0.62,N3
9895,TPC-DI,prospect_vertical_1_ac5_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
9897,TPC-DI,prospect_both_50_30_ac5_av,Semantically-Joinable,22,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","['AgencyID', 'NumberCreditCards', 'NumberCars', 'State', 'FirstName', 'Age', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'Country']","['prospect_gncd', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.67,0.5,1.0,N5
9900,TPC-DI,prospect_both_50_50_ac5_av,Semantically-Joinable,22,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'AddressLine2', 'City', 'NumberCars', 'PostalCode', 'MiddleInitial', 'NumberCreditCards', 'AddressLine1', 'FirstName', 'Age', 'Country', 'LastName', 'Gender', 'State', 'Phone', 'Income']","['prospect_gncd', 'prospect_frstnm', 'prospect_ntwrth', 'prospect_pstlcd', 'prospect_ddrssln1', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_mddlntl', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_nmbrcrs', 'prospect_cntr', 'prospect_wnrrntflg']",0.43,0.27,1.0,N5
9919,TPC-DI,prospect_both_50_70_ac1_av,Semantically-Joinable,22,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","['AgencyID', 'NumberCars', 'MiddleInitial', 'MaritalStatus', 'AddressLine1', 'Gender', 'CreditRating', 'Income', 'Country', 'Age', 'PostalCode', 'NumberCreditCards', 'AddressLine2', 'State', 'NumberChildren', 'LastName', 'FirstName', 'City']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Phone', 'prospect_PostalCode', 'prospect_Income', 'prospect_AddressLine1', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.85,0.73,1.0,N1
9920,TPC-DI,prospect_vertical_70_ac1_av,Semantically-Joinable,22,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","['AgencyID', 'OwnOrRentFlag', 'NumberChildren', 'City', 'MiddleInitial', 'CreditRating', 'Gender', 'NumberCars', 'LastName', 'MaritalStatus', 'Employer', 'State', 'PostalCode', 'AddressLine1', 'Income', 'FirstName', 'AddressLine2', 'Country']","['prospect_AgencyID', 'prospect_LastName', 'prospect_NetWorth', 'prospect_Phone', 'prospect_Income', 'prospect_PostalCode', 'prospect_AddressLine1', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_Gender', 'prospect_MiddleInitial', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.8,0.67,1.0,N1
9922,TPC-DI,prospect_vertical_1_ac2_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgID', 'NWor', 'Pho', 'Inc', 'Emp', 'CreRat', 'Ag', 'NumCreCa', 'NumCa', 'NuChi', 'MaSt', 'OOReF']",0.33,1.0,0.2,N2
9924,TPC-DI,prospect_both_50_70_ac5_av,Semantically-Joinable,22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'CreditRating', 'PostalCode', 'NumberChildren', 'Employer', 'MiddleInitial', 'LastName', 'AddressLine1', 'NetWorth', 'Phone', 'Gender', 'Country', 'FirstName', 'NumberCars', 'City', 'AddressLine2', 'State', 'Income']","['prospect_gncd', 'prospect_lstnm', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_pstlcd', 'prospect_ddrssln1', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_mddlntl', 'prospect_gndr', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg', 'prospect_cntr']",0.48,0.33,0.83,N5
9930,TPC-DI,prospect_vertical_30_ac5_av,Semantically-Joinable,22,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","['AgencyID', 'MiddleInitial', 'NumberChildren', 'MaritalStatus', 'Gender', 'FirstName', 'LastName', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone']","['prospect_gncd', 'prospect_frstnm', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_gndr', 'prospect_mddlntl', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.6,0.5,0.75,N5
9936,TPC-DI,prospect_both_50_30_ec_av,Semantically-Joinable,22,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'Income', 'City', 'AddressLine1', 'NumberCreditCards', 'PostalCode', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2', 'State', 'Country', 'Phone']","['AgencyID', 'NetWorth', 'PostalCode', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.71,0.83,0.62,N0
9943,TPC-DI,prospect_vertical_1_ac1_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Phone', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.0,0.0,0.0,N1
9945,TPC-DI,prospect_both_50_70_ac2_av,Semantically-Joinable,22,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","['AgencyID', 'Age', 'NumberCreditCards', 'MiddleInitial', 'State', 'MaritalStatus', 'NumberCars', 'FirstName', 'Gender', 'City', 'NetWorth', 'AddressLine1', 'NumberChildren', 'OwnOrRentFlag', 'Phone', 'LastName', 'AddressLine2', 'PostalCode']","['AgeID', 'FiNa', 'Ph', 'NeWor', 'In', 'AddrL1', 'Empl', 'CrRa', 'C', 'Ag', 'Sta', 'MiIni', 'Ge', 'NuCreCar', 'MaSt', 'NumCh', 'NumC', 'OOReF', 'Cou']",0.62,0.53,0.73,N2
9951,TPC-DI,prospect_both_50_50_ec_av,Semantically-Joinable,22,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]","['AgencyID', 'Employer', 'LastName', 'CreditRating', 'Income', 'AddressLine1', 'NumberCreditCards', 'City', 'NetWorth', 'OwnOrRentFlag', 'State', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2', 'PostalCode']","['AgencyID', 'LastName', 'Phone', 'NetWorth', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.86,0.82,0.9,N0
9954,TPC-DI,prospect_vertical_50_ac2_av,Semantically-Joinable,22,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]","['AgencyID', 'FirstName', 'MiddleInitial', 'LastName', 'AddressLine1', 'NumberCars', 'OwnOrRentFlag', 'AddressLine2', 'Gender', 'CreditRating', 'City', 'PostalCode', 'State', 'Country', 'Phone', 'Income']","['AgID', 'LN', 'FirN', 'NeWor', 'AddLi1', 'AdL2', 'Em', 'CreRa', 'Ci', 'Ag', 'Gen', 'MiIni', 'NumCrCar', 'NumCa', 'NuChil', 'MariSta', 'OORFl']",0.63,0.55,0.75,N2
9961,TPC-DI,prospect_vertical_50_ac3_av,Semantically-Joinable,22,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'NumberCars', 'CreditRating', 'Phone', 'NumberCreditCards', 'MaritalStatus', 'AddressLine1', 'OwnOrRentFlag', 'City', 'NetWorth', 'MiddleInitial', 'LastName', 'FirstName', 'Gender', 'AddressLine2', 'PostalCode']","['gncd', 'phn', 'ntwrth', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'mddlntl', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg', 'cntr']",0.25,0.18,0.4,N3
9970,TPC-DI,prospect_vertical_50_ac5_av,Semantically-Joinable,22,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'NetWorth', 'AddressLine2', 'AddressLine1', 'PostalCode', 'NumberChildren', 'LastName', 'Phone', 'NumberCreditCards', 'Country', 'FirstName', 'MiddleInitial', 'Gender', 'City', 'State', 'Income']","['prospect_gncd', 'prospect_lstnm', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_pstlcd', 'prospect_ddrssln1', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg', 'prospect_cntr']",0.29,0.18,0.67,N5
9974,TPC-DI,prospect_both_50_1_ec_av,Semantically-Joinable,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.33,1.0,0.2,N0
9975,TPC-DI,prospect_vertical_30_ec_av,Semantically-Joinable,22,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","['AgencyID', 'AddressLine2', 'NumberChildren', 'NumberCars', 'Gender', 'PostalCode', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine1', 'City', 'State', 'Country', 'Phone']","['AgencyID', 'NetWorth', 'PostalCode', 'Income', 'AddressLine2', 'Employer', 'CreditRating', 'Age', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.71,1.0,0.55,N0
10022,TPC-DI,prospect_both_50_30_ac2_av,Semantically-Joinable,22,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'City', 'Country', 'Phone', 'Age', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'State', 'Income']","['AgID', 'LaN', 'Pho', 'NWor', 'Empl', 'CrRat', 'C', 'Ag', 'NumCreCa', 'NuCa', 'NuChil', 'MarSta', 'OORF', 'Cou']",0.67,0.67,0.67,N2
